customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state,order_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,payment_sequential,payment_type,payment_installments,payment_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,seller_zip_code_prefix,seller_city,seller_state,product_category_name_english
a19919ba50eedcb8eb070264ed9c1718,fc7744115dcb598471358e7d885cb98c,20231.0,rio de janeiro,RJ,20231.0,-22.911049781291485,-43.186872777540586,rio de janeiro,RJ,b7dfb8016d0267b96d13355723f96132,delivered,2018-06-14 01:31:13,2018-06-15 02:37:05,2018-06-15 12:10:00,2018-06-21 20:33:17,2018-07-23 00:00:00,1.0,7446478ea3cd9ec46d67ad284c09df66,d4e12e7884759a14fa0f5f896c791cae,2018-06-19 02:30:35,54.9,18.18,1.0,boleto,1.0,73.08,cama_mesa_banho,48.0,2154.0,1.0,1800.0,30.0,23.0,11.0,2242.0,sao paulo,SP,bed_bath_table
3771be0d7801bd5fe36223f4c83675b7,b566f46e68c9857e7103d294f767870e,30140.0,belo horizonte,MG,30140.0,-19.923501206763284,-43.95274755314791,belo horizonte,MG,dcaccc51fd72c756c94ebec8b6480b51,delivered,2018-07-19 18:40:43,2018-07-20 04:45:19,2018-07-20 08:54:00,2018-07-25 20:58:34,2018-08-02 00:00:00,1.0,c20a3f598c16d77249da67e81caa8317,955fee9216a65b617aa5c0531780ce60,2018-07-24 04:45:19,32.0,16.43,1.0,boleto,1.0,48.43,utilidades_domesticas,57.0,529.0,4.0,575.0,16.0,18.0,12.0,4782.0,sao paulo,SP,housewares
df55c14d1476a9a3467f131269c2477f,da122df9eeddfedc1dc1f5349a1a690c,28970.0,araruama,RJ,28970.0,-22.87072395883153,-42.34247802310279,araruama,RJ,a96610ab360d42a2e5335a3998b4718a,delivered,2017-04-01 15:58:40,2017-04-03 13:25:18,2017-04-11 15:10:34,2017-04-17 11:04:45,2017-05-02 00:00:00,1.0,a6492cc69376c469ab6f61d8f44de961,59417c56835dd8e2e72f91f809cd4092,2017-04-18 13:25:18,4799.0,151.34,1.0,credit_card,10.0,4950.34,eletroportateis,41.0,1780.0,2.0,22600.0,55.0,40.0,40.0,13480.0,limeira,SP,small_appliances
44ffbbe638352715960ef277769549e2,49afeec74ee36fc6e5582ccd16111a14,1311.0,sao paulo,SP,1311.0,-23.569059783273147,-46.64740767660342,sao paulo,SP,3b132068223649635448d659e7826d12,delivered,2017-11-17 13:00:45,2017-11-17 13:55:26,2017-11-17 21:54:57,2017-11-23 17:52:59,2017-12-07 00:00:00,1.0,4cb56b0f9b5f53f50d8d2e2278518328,dbbcfe2c8d026742134ac3e28ccde274,2017-11-23 13:55:26,169.9,15.95,1.0,credit_card,2.0,185.85,esporte_lazer,38.0,687.0,1.0,640.0,23.0,18.0,18.0,81630.0,curitiba,PR,sports_leisure
011aa728cdc4c57b506c6c40ac2a7712,eaefab7076bee4c6fc967887e97e6047,1230.0,sao paulo,SP,1230.0,-23.54127829087077,-46.65861488827982,sao paulo,SP,9a439e954e5b903680ccf8db9ed6a847,delivered,2017-10-10 10:48:00,2017-10-11 10:56:19,2017-10-18 19:16:44,2017-10-23 14:57:52,2017-10-27 00:00:00,2.0,13befae9b3fb34c439cf4744fd18dfa7,d2374cbcbb3ca4ab1086534108cc3ab7,2017-10-18 11:56:19,18.9,11.85,1.0,credit_card,5.0,61.5,cama_mesa_banho,43.0,124.0,1.0,250.0,40.0,4.0,30.0,14940.0,ibitinga,SP,bed_bath_table
6a85222aa87619e9aef296bb6166970a,1522db025aa5d6fe7db87e3505b64023,80020.0,curitiba,PR,80020.0,-25.43034980393382,-49.26695477515222,curitiba,PR,e0aadee588e476e3a004e56c8fc3c645,delivered,2017-07-01 11:00:49,2017-07-02 11:05:09,2017-07-04 13:23:37,2017-07-11 17:44:26,2017-07-25 00:00:00,1.0,c41394a593b75e8e4f3d1fb5e93e151e,87b740daf17b5d1be335a64164ec6842,2017-07-06 11:05:09,999.99,101.52,1.0,credit_card,1.0,1101.51,esporte_lazer,60.0,1332.0,2.0,28500.0,105.0,65.0,25.0,8615.0,suzano,SP,sports_leisure
144d6b2679193370edcdceae5c0a407b,26a2b0baec2ef2e226f1297de4b6a86f,93700.0,campo bom,RS,93700.0,-29.67704626859744,-51.06183961433543,campo bom,RS,919baca007d9525b6668c18f79a33197,delivered,2018-08-21 12:26:53,2018-08-21 12:50:22,2018-08-23 17:10:00,2018-08-30 12:03:15,2018-09-24 00:00:00,2.0,e0d64dcfaa3b6db5c54ca298ae101d05,7d13fca15225358621be4086e1eb0964,2018-08-29 12:50:22,146.01,7.79,2.0,credit_card,8.0,163.82,relogios_presentes,35.0,514.0,2.0,4338.0,17.0,12.0,14.0,14050.0,ribeirao preto,SP,watches_gifts
a8ba6112c4cc9209f80f14354e2d50a3,55f0b86428feef516fe0d2ad14aeff9e,36400.0,conselheiro lafaiete,MG,36400.0,-20.664617780920803,-43.80571777301766,conselheiro lafaiete,MG,801efaf8f3dc441dfd2e48e11ae56625,delivered,2017-12-12 08:39:09,2017-12-12 10:32:39,2017-12-13 18:38:53,2017-12-18 20:09:12,2018-01-11 00:00:00,1.0,7e3c3f51d5ccc2382147194f911e22a8,013900e863eace745d3ec7614cab5b1a,2017-12-18 10:32:39,56.8,16.84,1.0,credit_card,7.0,73.64,fashion_calcados,42.0,649.0,3.0,700.0,16.0,8.0,18.0,80740.0,curitiba,PR,fashion_shoes
d06394501873ad78212e530d7b89ca02,bdee881867f5ad6762ca4618b624ba2f,17580.0,pompeia,SP,17580.0,-22.10046173001674,-50.162816151461534,pompeia,SP,6f64e3dc6ee08865d4ec07bd0cdafc8c,delivered,2017-09-28 13:05:54,2017-09-28 13:25:13,2017-09-28 20:21:34,2017-10-04 21:27:47,2017-10-27 00:00:00,1.0,9b65ba680d68ae7e44234b79cb7ca584,86ccac0b835037332a596a33b6949ee1,2017-10-04 13:25:13,33.99,16.11,1.0,credit_card,1.0,50.1,relogios_presentes,60.0,306.0,1.0,550.0,16.0,2.0,11.0,89041.0,blumenau,SC,watches_gifts
ad21255ff9650ff11d50513eff3eed15,005226be8d5b972d0f72b4e8a79f322b,22280.0,rio de janeiro,RJ,22280.0,-22.952534585059787,-43.18282662698361,rio de janeiro,RJ,8907bb31267526a99da12076a84a87b6,delivered,2018-04-01 22:07:00,2018-04-02 22:09:37,2018-04-07 01:19:27,2018-04-07 16:44:27,2018-04-26 00:00:00,1.0,df0c26d7ddb998e2517658a55e46e48a,e882b2a25a10b9c057cc49695f222c19,2018-04-08 22:09:37,1561.0,39.51,1.0,credit_card,10.0,1600.51,eletrodomesticos_2,43.0,122.0,1.0,14400.0,55.0,15.0,36.0,25963.0,teresopolis,RJ,home_appliances_2
ff0da136fbd35fb34d88d49e88dbff2a,0258cd3b5e7c4b397cc09ea472677e73,95720.0,garibaldi,RS,95720.0,-29.21749991394112,-51.53350734050489,garibaldi,RS,c23b3b6e42c2d0fe2d6fad69e2b1f34f,delivered,2018-01-21 14:29:50,2018-01-22 13:51:02,2018-01-23 22:18:05,2018-01-31 16:42:56,2018-03-01 00:00:00,2.0,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,2018-01-29 13:51:02,69.9,20.98,1.0,credit_card,3.0,181.76,moveis_decoracao,44.0,903.0,6.0,2600.0,50.0,10.0,30.0,4782.0,sao paulo,SP,furniture_decor
e050f1d0ef8106ee8e751297866c1b6c,17a2d93cb1aab45e3d21d5eba7daaed2,18460.0,itarare,SP,18460.0,-24.110638750708283,-49.32116506823173,itarare,SP,f45c2739157a61ee8da5724e961a227e,delivered,2017-06-27 11:21:39,2017-06-29 02:50:25,2017-06-29 15:26:23,2017-07-05 14:43:51,2017-07-26 00:00:00,1.0,fa126ff62aae83e37857ad495641c878,e9bc59e7b60fc3063eb2290deda4cced,2017-07-05 02:50:25,195.5,17.13,1.0,boleto,1.0,212.63,informatica_acessorios,29.0,1386.0,1.0,600.0,23.0,17.0,15.0,87083.0,maringa,PR,computers_accessories
68d7530b749aa96df05833de2d337e6b,788419ac177d7587d2b2d78ed2092cbc,30431.0,belo horizonte,MG,30431.0,-19.93558357452819,-43.96543646350052,belo horizonte,MG,e40e39fb1358884be5aba158fc7beac5,delivered,2018-03-27 14:07:56,2018-03-28 02:35:29,2018-04-02 21:12:07,2018-04-07 16:39:20,2018-04-13 00:00:00,1.0,d4dccae17c83ffbaafc50d763503e9eb,4bfc7a4a1cf8d4d2121c27422d9e50b5,2018-04-03 02:35:29,62.9,16.41,1.0,boleto,1.0,79.31,utilidades_domesticas,59.0,474.0,1.0,3070.0,32.0,11.0,29.0,3111.0,sao paulo,SP,housewares
00788705370da606e9f8390258b9e977,11a58793327e4f480717491484f4372a,29060.0,vitoria,ES,29060.0,-20.280442571005683,-40.29414835171614,vitoria,ES,f988dc242c742c1dfde32b24032b8fb3,delivered,2018-01-06 10:38:43,2018-01-09 07:20:02,2018-01-09 17:29:34,2018-01-16 23:23:13,2018-01-31 00:00:00,1.0,dd0c5ce67727fde645d9a6c8cdc4970d,f262cbc1c910c83959f849465454ddd3,2018-01-15 07:20:02,29.99,14.1,1.0,boleto,1.0,44.09,eletronicos,59.0,743.0,2.0,343.0,28.0,16.0,19.0,3564.0,sao paulo,SP,electronics
efb3830adb68fb8a89c948774388ec28,577edb526f98771b20d6db4a51d79423,22775.0,rio de janeiro,RJ,22775.0,-22.965905556986492,-43.38999869671641,rio de janeiro,RJ,00169e31ef4b29deaae414f9a5e95929,delivered,2018-01-16 09:26:39,2018-01-17 03:35:47,2018-01-17 16:46:04,2018-01-23 20:19:04,2018-02-07 00:00:00,1.0,b10eba910a974df70b8a12d0665cdb9e,a3e9a2c700480d9bb01fba070ba80a0e,2018-01-23 03:35:47,39.0,16.11,1.0,boleto,1.0,55.11,cama_mesa_banho,46.0,246.0,1.0,550.0,51.0,4.0,41.0,14940.0,ibitinga,SP,bed_bath_table
334d2f3da18803bd68cdf58a72f93d65,96d273145120d7121dcce519e400baf9,45400.0,valenca,BA,45400.0,-13.301840999999946,-39.204133999999954,valenca,BA,5ebce795f868b14058961eb09ebf1cbc,delivered,2018-03-03 09:11:43,2018-03-06 03:55:51,2018-03-09 17:07:06,2018-03-21 16:12:11,2018-03-29 00:00:00,1.0,c5d8b84a90f73bd09c30e71e76caaa11,6039e27294dc75811c0d8a39069f52c0,2018-03-12 03:55:51,79.9,23.43,1.0,boleto,1.0,103.33,market_place,49.0,415.0,6.0,1150.0,35.0,25.0,25.0,6162.0,osasco,SP,market_place
e9cecf8cb178c26ebbe032e7836221da,39e415a986e7e6fe1d19d29947cc27bd,37014.0,varginha,MG,37014.0,-21.54902284482078,-45.44806609420891,varginha,MG,b5af0ae994e0a12e8246da3f7170f54e,delivered,2018-04-01 20:58:48,2018-04-01 21:10:25,2018-04-03 12:04:40,2018-04-06 23:06:45,2018-04-18 00:00:00,1.0,d1c427060a0f73f6b889a5c7c61f2ac4,a1043bafd471dff536d0c462352beb48,2018-04-05 21:10:25,139.0,23.83,1.0,credit_card,2.0,162.83,informatica_acessorios,59.0,1893.0,1.0,6550.0,20.0,20.0,20.0,37175.0,ilicinea,MG,computers_accessories
d352299ea54f781314939010d505a9af,56eaa5feeba6a6d10e263c858154c465,13400.0,piracicaba,SP,13400.0,-22.723330222863453,-47.64502991078528,piracicaba,SP,0b1e77ab8db5ec5c6af5514bcdf20240,delivered,2018-02-12 17:58:36,2018-02-16 07:55:56,2018-02-21 22:22:04,2018-02-23 17:35:35,2018-02-26 00:00:00,1.0,a047946d25055f32f36a8c39e7113b53,2745f798279e0ed033addcc1474776d7,2018-02-22 06:55:56,110.8,11.98,1.0,boleto,1.0,122.78,esporte_lazer,53.0,880.0,4.0,2000.0,25.0,42.0,25.0,3106.0,sao paulo,SP,sports_leisure
5cb73fa93068a8f68e002d5403339812,801512ead4c9cbc98ecd208f45c975ec,24220.0,niteroi,RJ,24220.0,-22.899419999999992,-43.09270199999999,niteroi,RJ,e3ffc18630aca4eb79dc587b127e2814,delivered,2018-02-03 00:55:53,2018-02-03 01:10:43,2018-02-06 01:34:25,2018-02-16 17:25:12,2018-03-07 00:00:00,1.0,1a080577618e7fe4d9ddd8fb2b47a964,b33e7c55446eabf8fe1a42d037ac7d6d,2018-02-08 01:10:43,619.0,19.08,1.0,credit_card,8.0,638.08,relogios_presentes,33.0,623.0,1.0,425.0,19.0,13.0,16.0,14850.0,pradopolis,SP,watches_gifts
327679cc34d41d4c48ee5e55246aa6d6,250b38e3586d512ece3671470c5d5f6d,20040.0,rio de janeiro,RJ,20040.0,-22.903996725229376,-43.17739555176294,rio de janeiro,RJ,003822434f91204da0a51fe4cf2aba18,delivered,2018-06-13 14:10:54,2018-06-15 02:37:21,2018-06-15 14:48:00,2018-06-19 13:34:35,2018-07-20 00:00:00,2.0,99e71b776debf2f01a69dce207e3e4f8,c54679b132454625907c773d273d4126,2018-06-21 02:30:28,69.0,18.58,1.0,boleto,1.0,175.16,perfumaria,52.0,1891.0,1.0,250.0,16.0,10.0,11.0,11443.0,guaruja,SP,perfumery
df6080c9c9123b2b968aa62b0cc5bbdb,4e9b9c14322b88251a70dc5f187c8557,15775.0,santa fe do sul,SP,15775.0,-20.201619264549027,-50.92788527109192,santa fe do sul,SP,9bb64540c8b861abd76559cbf18a9230,delivered,2017-11-21 08:25:55,2017-11-21 08:31:24,2017-11-21 16:52:17,2017-11-28 23:37:53,2017-12-14 00:00:00,1.0,f1fe595ee7ef768b41bd9b246d13432d,81a1104df0f08b59c68aa5b03cfe398e,2017-11-27 08:31:24,99.9,17.95,1.0,credit_card,3.0,117.85,ferramentas_jardim,52.0,1292.0,7.0,1900.0,17.0,13.0,31.0,83020.0,sao jose dos pinhais,PR,garden_tools
e9afccc4354fdd292f52b6d7eb98306f,e89bf89e2621b5aeb4c181e69a8c6952,91380.0,porto alegre,RS,91380.0,-30.01696607631721,-51.14699653150784,porto alegre,RS,75156818c2863d3be5ab7b08e728e43d,delivered,2017-07-17 13:54:27,2017-07-17 14:05:42,2017-07-19 12:39:39,2017-07-28 19:52:42,2017-08-10 00:00:00,2.0,c3cdb28ed53f4ec5d9afe32753961641,d1c281d3ae149232351cd8c8cc885f0d,2017-07-21 14:05:42,126.99,18.17,1.0,credit_card,5.0,313.23,cama_mesa_banho,52.0,706.0,1.0,3000.0,30.0,20.0,25.0,14940.0,ibitinga,SP,bed_bath_table
1b9926221e65a2fb5b82b1dc60fa866a,8209a599016f707c1cb717aca54b45f1,21230.0,rio de janeiro,RJ,21230.0,-22.8242938684716,-43.331713434235816,rio de janeiro,RJ,882554ccc6f6b9d99fcab37ef645ed14,delivered,2018-07-09 18:34:28,2018-07-09 18:45:21,2018-07-10 19:25:00,2018-07-20 17:19:52,2018-08-08 00:00:00,1.0,d7cdea99e6f50310c242d02f16f1f63c,966cb4760537b1404caedd472cc610a5,2018-07-12 18:45:21,510.0,19.76,1.0,credit_card,4.0,529.76,relogios_presentes,41.0,359.0,4.0,450.0,23.0,23.0,20.0,9920.0,diadema,SP,watches_gifts
11929b8d09371bb23f361895802efa95,aade90473bab5cf599dbf4a1d2136eb3,20560.0,rio de janeiro,RJ,20560.0,-22.91800045268047,-43.260879997085794,rio de janeiro,RJ,5b18e0708f150becd4334b9e3d79fbd4,delivered,2017-10-21 14:10:35,2017-10-24 06:36:55,2017-11-01 23:22:49,2017-11-06 14:56:59,2017-11-16 00:00:00,1.0,9d9734db712d5ab6c3ff4c33700eb34c,7c67e1448b00f6e969d365cea6b010ab,2017-11-06 06:36:55,114.99,28.16,1.0,boleto,1.0,143.15,moveis_escritorio,56.0,1285.0,1.0,8375.0,52.0,51.0,17.0,8577.0,itaquaquecetuba,SP,office_furniture
d22f25a9fadfb1abbc2e29395b1239f4,5419a7c9b86a43d8140e2939cd2c2f7e,78550.0,sinop,MT,78550.0,-11.861108453380735,-55.50764534511696,sinop,MT,a3725dfe487d359b5be08cac48b64ec5,delivered,2018-05-12 12:28:58,2018-05-12 15:41:58,2018-05-14 14:25:00,2018-06-01 15:18:45,2018-06-05 00:00:00,3.0,4e53a453045707bbc5febcf5f32097ac,9f505651f4a6abe901a56cdc21508025,2018-05-15 15:30:28,14.99,22.06,1.0,credit_card,5.0,165.94,informatica_acessorios,51.0,831.0,2.0,250.0,17.0,35.0,32.0,4102.0,sao paulo,SP,computers_accessories
e83f91be888c7639e7199ea309040d35,63e2ddffbebc468591b9f44db1775cc1,69309.0,boa vista,RR,69309.0,2.81955697324222,-60.698608575598,boa vista,RR,1030193a05167a7f359eac22342727c7,delivered,2018-06-10 15:10:13,2018-06-11 17:02:04,2018-06-13 11:28:00,2018-06-21 23:08:49,2018-07-31 00:00:00,1.0,77ff4f618d7c0d6b442ecdf5f02f6a74,8f2ce03f928b567e3d56181ae20ae952,2018-06-14 17:02:04,149.9,39.27,1.0,credit_card,5.0,378.34,esporte_lazer,32.0,222.0,2.0,2150.0,60.0,15.0,15.0,5141.0,pirituba,SP,sports_leisure
cb975b6c947fd99585d739e36394c740,d1de6de4060a1ba46e75e9ef8ab06cc1,20550.0,rio de janeiro,RJ,20550.0,-22.922170532344555,-43.22312132904372,rio de janeiro,RJ,d83aba07ceeacfba5b6edc931e9fb9a3,delivered,2018-01-18 11:27:38,2018-01-18 11:37:22,2018-01-18 20:48:01,2018-01-29 23:18:30,2018-02-16 00:00:00,1.0,2f02a124a827f65bfcc0baf443dad405,218d46b86c1881d022bce9c68a7d4b15,2018-01-25 11:37:22,340.0,27.22,1.0,credit_card,2.0,367.22,esporte_lazer,40.0,1686.0,1.0,3650.0,34.0,12.0,27.0,14070.0,ribeirao preto,SP,sports_leisure
647535c47e49dbf4e21ee0c3c2ddd2ac,bcd84da70f7bcdd07ecaaad6ca6b8e43,44700.0,jacobina,BA,44700.0,-11.177041354097833,-40.51550142519967,jacobina,BA,9b34a8b59a65874925bc12d1551e5256,delivered,2017-09-27 10:43:12,2017-09-27 10:56:27,2017-09-28 17:43:41,2017-10-17 15:28:57,2017-11-01 00:00:00,1.0,2028bf1b01cafb2d2b1901fca4083222,cc419e0650a3c5ba77189a1882b7556a,2017-10-06 10:56:27,56.99,16.84,1.0,credit_card,3.0,73.83,perfumaria,54.0,1536.0,2.0,250.0,20.0,8.0,21.0,9015.0,santo andre,SP,perfumery
b7316a502ebd69f8b4def2170d89e5b7,a78fe1a6ff01727b77a4070a49d783b2,22780.0,rio de janeiro,RJ,22780.0,-22.95402954989652,-43.38978064872671,rio de janeiro,RJ,077ba6845168434024e83698d3f8fcae,delivered,2018-03-03 14:00:36,2018-03-03 14:15:27,2018-03-06 23:24:01,2018-03-28 02:55:41,2018-04-13 00:00:00,1.0,9831e59284189574c8b3dde0265e5230,12b9676b00f60f3b700e83af21824c0e,2018-03-15 14:15:27,238.0,19.91,1.0,credit_card,10.0,257.91,cool_stuff,56.0,330.0,1.0,2050.0,35.0,45.0,19.0,95780.0,montenegro,RS,cool_stuff
800cb37f32d964f78ffe5ce8dbe7565f,6ddb6e289f65958726cc816312c0293e,21321.0,rio de janeiro,RJ,21321.0,-22.895565070140048,-43.35881987116431,rio de janeiro,RJ,83e064bc8c54fef04698774d069eed59,delivered,2017-09-01 09:36:13,2017-09-05 04:26:02,2017-09-05 19:17:52,2017-09-14 18:07:39,2017-09-22 00:00:00,1.0,1528d0673079ce2d79d29753b800d76e,01fdefa7697d26ad920e9e0346d4bd1b,2017-09-12 04:26:02,59.9,17.99,1.0,boleto,1.0,77.89,beleza_saude,58.0,790.0,4.0,800.0,20.0,7.0,20.0,86050.0,londrina,PR,health_beauty
44336344f22fb3c2aa05af1ec8d6a3cc,a4e36f547a69bcc6fcdcbc9135f7cc00,35160.0,ipatinga,MG,35160.0,-19.5054382986324,-42.57267339745509,ipatinga,MG,8c535ee262be59eb38411054b7365ca2,delivered,2017-12-04 22:26:52,2017-12-05 10:30:42,2017-12-11 19:28:24,2017-12-26 18:28:44,2018-01-02 00:00:00,1.0,40f9d700a4bf5e0d84c70d704147971f,d354c38a7182125a748cb10474fe963b,2017-12-11 09:01:49,239.99,18.93,1.0,credit_card,3.0,258.92,esporte_lazer,56.0,1335.0,5.0,2000.0,50.0,17.0,30.0,28495.0,aperibe,RJ,sports_leisure
